Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,temp_diff,power_proxy,wear_category,high_wear,high_torque,low_speed,strain_index,overheat,failure_mode_count
M,298.9,308.7,1402,49.8,167,0,0,0,0,0,0,1,9.8,7.311,High(151-200),0,1,1,1,0,0
H,298.8,308.6,1524,37.7,170,0,0,0,0,0,0,2,9.8,6.0162,High(151-200),0,0,0,0,0,0
L,298.8,308.6,1593,35.5,175,0,0,0,0,0,0,0,9.8,5.9216,High(151-200),0,0,0,0,0,0
M,298.9,308.7,1772,28.4,177,0,0,0,0,0,0,1,9.8,5.2696,High(151-200),0,0,0,0,0,0
H,298.9,308.6,1623,31.0,180,0,0,0,0,0,0,2,9.7,5.2684,High(151-200),0,0,0,0,0,0
L,298.9,308.7,1356,50.7,185,0,0,0,0,0,0,0,9.8,7.1989,High(151-200),0,1,1,1,0,0
H,298.9,308.7,1500,41.6,187,0,0,0,0,0,0,2,9.8,6.534,High(151-200),0,0,0,0,0,0
H,299.1,308.8,1566,46.6,192,0,0,0,0,0,0,2,9.7,7.6414,High(151-200),0,0,0,0,0,0
L,299.1,308.9,1445,43.4,197,0,0,0,0,0,0,0,9.8,6.5668,High(151-200),0,0,0,0,0,0
H,299.0,308.8,1382,58.5,199,0,0,0,0,0,0,2,9.8,8.4657,High(151-200),0,1,1,1,0,0
M,299.0,308.8,1418,45.7,204,0,0,0,0,0,0,1,9.8,6.7856,Critical(>200),1,0,1,0,0,0
L,299.1,308.8,1329,53.6,207,1,0,0,0,1,0,0,9.7,7.4591,Critical(>200),1,1,1,1,0,1
M,299.1,308.8,1491,41.0,209,0,0,0,0,0,0,1,9.7,6.4012,Critical(>200),1,0,0,0,0,0
M,299.2,308.9,1573,37.4,212,0,0,0,0,0,0,1,9.7,6.1602,Critical(>200),1,0,0,0,0,0
M,299.2,308.9,1521,42.3,215,0,0,0,0,0,0,1,9.7,6.737,Critical(>200),1,0,0,0,0,0
L,299.1,308.9,1467,47.2,218,0,0,0,0,0,0,0,9.8,7.2505,Critical(>200),1,1,0,0,0,0
M,299.1,308.9,1325,48.4,220,0,0,0,0,0,0,1,9.8,6.7152,Critical(>200),1,1,1,1,0,0
L,299.1,308.9,1617,32.3,223,0,0,0,0,0,0,0,9.8,5.469,Critical(>200),1,0,0,0,0,0
M,299.1,308.9,1476,42.7,225,0,0,0,0,0,0,1,9.8,6.5995,Critical(>200),1,0,0,0,0,0
L,299.2,309.0,1515,48.9,228,1,0,0,0,1,0,0,9.8,7.7574,Critical(>200),1,1,0,0,0,1
L,299.2,309.0,1408,47.2,0,0,0,0,0,0,0,0,9.8,6.9589,Fresh(0-50),0,1,1,1,0,0
L,299.2,309.1,1468,45.6,2,0,0,0,0,0,0,0,9.9,7.0095,Fresh(0-50),0,0,0,0,0,0
L,299.2,309.1,1387,48.7,4,0,0,0,0,0,0,0,9.9,7.073,Fresh(0-50),0,1,1,1,0,0
M,299.2,309.1,1503,34.7,6,0,0,0,0,0,0,1,9.9,5.4612,Fresh(0-50),0,0,0,0,0,0
H,299.2,309.1,1410,47.1,9,0,0,0,0,0,0,2,9.9,6.954,Fresh(0-50),0,1,1,1,0,0
L,299.0,308.9,1615,30.6,14,0,0,0,0,0,0,0,9.9,5.1748,Fresh(0-50),0,0,0,0,0,0
L,299.0,308.9,1511,35.9,16,0,0,0,0,0,0,0,9.9,5.6801,Fresh(0-50),0,0,0,0,0,0
L,299.1,309.0,1405,53.8,18,0,0,0,0,0,0,0,9.9,7.9151,Fresh(0-50),0,1,1,1,0,0
M,299.0,308.9,1526,41.1,20,0,0,0,0,0,0,1,9.9,6.5674,Fresh(0-50),0,0,0,0,0,0
L,298.9,308.8,1530,38.3,23,0,0,0,0,0,0,0,9.9,6.136,Fresh(0-50),0,0,0,0,0,0
L,299.0,308.7,1583,32.5,25,0,0,0,0,0,0,0,9.7,5.3872,Fresh(0-50),0,0,0,0,0,0
L,298.9,308.6,2069,18.7,27,0,0,0,0,0,0,0,9.7,4.0513,Fresh(0-50),0,0,0,0,0,0
L,298.8,308.5,1490,35.0,29,0,0,0,0,0,0,0,9.7,5.4607,Fresh(0-50),0,0,0,0,0,0
L,298.8,308.5,1736,29.0,31,0,0,0,0,0,0,0,9.7,5.2716,Fresh(0-50),0,0,0,0,0,0
L,298.8,308.5,1395,44.4,33,0,0,0,0,0,0,0,9.7,6.4857,Fresh(0-50),0,0,1,0,0,0
M,298.9,308.6,1425,49.6,35,0,0,0,0,0,0,1,9.7,7.401,Fresh(0-50),0,1,0,0,0,0
L,298.8,308.6,1631,32.4,38,0,0,0,0,0,0,0,9.8,5.5334,Fresh(0-50),0,0,0,0,0,0
L,298.8,308.6,1535,41.2,40,0,0,0,0,0,0,0,9.8,6.6222,Fresh(0-50),0,0,0,0,0,0
L,298.8,308.6,1584,34.4,42,0,0,0,0,0,0,0,9.8,5.7057,Fresh(0-50),0,0,0,0,0,0
M,298.8,308.7,1543,38.2,44,0,0,0,0,0,0,1,9.9,6.172,Fresh(0-50),0,0,0,0,0,0
L,298.8,308.7,1635,35.2,47,0,0,0,0,0,0,0,9.9,6.0264,Fresh(0-50),0,0,0,0,0,0
M,298.8,308.7,1446,45.5,49,0,0,0,0,0,0,1,9.9,6.8893,Fresh(0-50),0,0,0,0,0,0
M,298.8,308.6,1598,35.1,52,0,0,0,0,0,0,1,9.8,5.8733,Low(51-100),0,0,0,0,0,0
L,298.8,308.6,1501,35.0,55,0,0,0,0,0,0,0,9.8,5.501,Low(51-100),0,0,0,0,0,0
L,298.8,308.5,1450,50.8,57,0,0,0,0,0,0,0,9.7,7.7131,Low(51-100),0,1,0,0,0,0
L,298.8,308.6,1730,25.9,59,0,0,0,0,0,0,0,9.8,4.6918,Low(51-100),0,0,0,0,0,0
M,298.8,308.6,1571,33.7,61,0,0,0,0,0,0,1,9.8,5.5437,Low(51-100),0,0,0,0,0,0
L,298.9,308.7,1438,51.7,64,0,0,0,0,0,0,0,9.8,7.7848,Low(51-100),0,1,0,0,0,0
M,298.8,308.5,1510,38.7,66,0,0,0,0,0,0,1,9.7,6.1191,Low(51-100),0,0,0,0,0,0
L,298.9,308.7,1389,44.9,69,0,0,0,0,0,0,0,9.8,6.5305,Low(51-100),0,0,1,0,0,0
L,298.8,308.7,1490,33.6,71,0,0,0,0,0,0,0,9.9,5.2423,Low(51-100),0,0,0,0,0,0
L,298.9,308.7,1729,26.6,73,0,0,0,0,0,0,0,9.8,4.8159,Low(51-100),0,0,0,0,0,0
L,299.0,308.8,1495,38.4,75,0,0,0,0,0,0,0,9.8,6.0113,Low(51-100),0,0,0,0,0,0
L,298.9,308.8,1281,53.9,77,0,0,0,0,0,0,0,9.9,7.2299,Low(51-100),0,1,1,1,0,0
H,298.9,308.7,1353,48.1,79,0,0,0,0,0,0,2,9.8,6.8146,Low(51-100),0,1,1,1,0,0
L,299.1,308.8,1429,50.1,84,0,0,0,0,0,0,0,9.7,7.4966,Low(51-100),0,1,0,0,0,0
L,299.1,308.8,1413,42.1,86,0,0,0,0,0,0,0,9.7,6.229,Low(51-100),0,0,1,0,0,0
L,299.1,308.8,1502,38.3,88,0,0,0,0,0,0,0,9.7,6.0237,Low(51-100),0,0,0,0,0,0
H,299.1,308.8,1553,32.6,90,0,0,0,0,0,0,2,9.7,5.3013,Low(51-100),0,0,0,0,0,0
H,299.2,308.9,1712,26.4,95,0,0,0,0,0,0,2,9.7,4.7326,Low(51-100),0,0,0,0,0,0
L,299.3,309.0,1786,23.5,100,0,0,0,0,0,0,0,9.7,4.3949,Low(51-100),0,0,0,0,0,0
L,299.2,309.0,1951,21.4,102,0,0,0,0,0,0,0,9.8,4.3719,Medium(101-150),0,0,0,0,0,0
M,299.2,309.0,1541,36.3,104,0,0,0,0,0,0,1,9.8,5.8574,Medium(101-150),0,0,0,0,0,0
L,299.2,309.1,1605,34.3,107,0,0,0,0,0,0,0,9.9,5.7646,Medium(101-150),0,0,0,0,0,0
L,299.2,309.1,1578,38.1,109,0,0,0,0,0,0,0,9.9,6.2955,Medium(101-150),0,0,0,0,0,0
M,299.3,309.2,1440,37.5,111,0,0,0,0,0,0,1,9.9,5.6545,Medium(101-150),0,0,0,0,0,0
L,299.4,309.2,1489,42.3,114,0,0,0,0,0,0,0,9.8,6.5953,Medium(101-150),0,0,0,0,0,0
L,299.4,309.3,1366,48.4,116,0,0,0,0,0,0,0,9.9,6.923,Medium(101-150),0,1,1,1,0,0
L,299.3,309.2,1541,37.2,118,0,0,0,0,0,0,0,9.9,6.0026,Medium(101-150),0,0,0,0,0,0
H,299.3,309.1,1552,40.7,120,0,0,0,0,0,0,2,9.8,6.6143,Medium(101-150),0,0,0,0,0,0
L,299.3,309.1,1473,40.3,125,0,0,0,0,0,0,0,9.8,6.2159,Medium(101-150),0,0,0,0,0,0
L,299.3,309.1,1531,37.9,127,0,0,0,0,0,0,0,9.8,6.0759,Medium(101-150),0,0,0,0,0,0
L,299.3,309.2,1511,37.2,129,0,0,0,0,0,0,0,9.9,5.8858,Medium(101-150),0,0,0,0,0,0
M,299.3,309.1,1449,47.9,131,0,0,0,0,0,0,1,9.8,7.2678,Medium(101-150),0,1,0,0,0,0
M,299.4,309.1,1440,50.0,134,0,0,0,0,0,0,1,9.7,7.5393,Medium(101-150),0,1,0,0,0,0
M,299.2,309.0,1881,23.9,137,0,0,0,0,0,0,1,9.8,4.7074,Medium(101-150),0,0,0,0,0,0
L,299.3,309.0,1447,50.4,140,0,0,0,0,0,1,0,9.7,7.6365,Medium(101-150),0,1,0,0,0,1
M,299.4,309.1,1326,62.0,142,0,0,0,0,0,0,1,9.7,8.6086,Medium(101-150),0,1,1,1,0,0
L,299.4,309.2,1607,31.7,145,0,0,0,0,0,0,0,9.8,5.3342,Medium(101-150),0,0,0,0,0,0
L,299.3,309.1,1551,39.1,147,0,0,0,0,0,0,0,9.8,6.3502,Medium(101-150),0,0,0,0,0,0
L,299.3,309.1,1496,37.2,149,0,0,0,0,0,0,0,9.8,5.8274,Medium(101-150),0,0,0,0,0,0
L,299.3,309.1,1493,38.0,151,0,0,0,0,0,0,0,9.8,5.9407,High(151-200),0,0,0,0,0,0
L,299.4,309.1,1304,50.5,153,0,0,0,0,0,0,0,9.7,6.8955,High(151-200),0,1,1,1,0,0
M,299.3,309.0,1420,41.6,155,0,0,0,0,0,0,1,9.7,6.1855,High(151-200),0,0,1,0,0,0
L,299.4,309.1,1766,24.6,158,0,0,0,0,0,0,0,9.7,4.5491,High(151-200),0,0,0,0,0,0
L,299.6,309.2,1450,43.1,160,0,0,0,0,0,0,0,9.6,6.544,High(151-200),0,0,0,0,0,0
H,299.5,309.2,1872,22.6,162,0,0,0,0,0,0,2,9.7,4.4301,High(151-200),0,0,0,0,0,0
L,299.6,309.2,1713,26.5,167,0,0,0,0,0,0,0,9.6,4.7534,High(151-200),0,0,0,0,0,0
M,299.5,309.2,1497,40.9,169,0,0,0,0,0,0,1,9.7,6.4112,High(151-200),0,0,0,0,0,0
M,299.4,309.1,1352,44.7,172,0,0,0,0,0,0,1,9.7,6.3282,High(151-200),0,0,1,0,0,0
L,299.5,309.2,1499,41.5,175,0,0,0,0,0,0,0,9.7,6.514,High(151-200),0,0,0,0,0,0
L,299.5,309.3,1972,19.3,177,0,0,0,0,0,0,0,9.8,3.9853,High(151-200),0,0,0,0,0,0
L,299.5,309.3,1422,49.2,179,0,0,0,0,0,0,0,9.8,7.3259,High(151-200),0,1,1,1,0,0
L,299.5,309.3,1523,41.5,181,0,0,0,0,0,0,0,9.8,6.6183,High(151-200),0,0,0,0,0,0
L,299.5,309.4,1563,41.5,183,0,0,0,0,0,0,0,9.9,6.7921,High(151-200),0,0,0,0,0,0
L,299.4,309.3,1391,46.6,185,0,0,0,0,0,0,0,9.9,6.7875,High(151-200),0,0,1,0,0,0
L,299.3,309.1,1795,24.7,187,0,0,0,0,0,0,0,9.8,4.6426,High(151-200),0,0,0,0,0,0
L,299.3,309.1,1293,53.7,189,0,0,0,0,0,0,0,9.8,7.2706,High(151-200),0,1,1,1,0,0
L,299.2,309.1,1345,60.7,191,1,0,0,0,1,0,0,9.9,8.5488,High(151-200),0,1,1,1,0,1
L,299.2,309.0,1615,33.7,193,0,0,0,0,0,0,0,9.8,5.699,High(151-200),0,0,0,0,0,0
L,299.2,308.9,1342,50.8,195,0,0,0,0,0,0,0,9.7,7.1386,High(151-200),0,1,1,1,0,0
L,299.1,308.8,1502,46.7,197,0,0,0,0,0,0,0,9.7,7.3449,High(151-200),0,0,0,0,0,0
M,299.0,308.7,1620,35.4,199,0,0,0,0,0,0,1,9.7,6.005,High(151-200),0,0,0,0,0,0
L,299.0,308.7,1537,42.8,202,0,0,0,0,0,0,0,9.7,6.8883,Critical(>200),1,0,0,0,0,0
L,299.0,308.7,2248,16.8,204,0,0,0,0,0,0,0,9.7,3.9546,Critical(>200),1,0,0,0,0,0
L,299.0,308.7,1706,28.6,206,0,0,0,0,0,0,0,9.7,5.1091,Critical(>200),1,0,0,0,0,0
L,299.0,308.7,2250,16.6,208,0,0,0,0,0,0,0,9.7,3.911,Critical(>200),1,0,0,0,0,0
L,299.0,308.7,1396,48.6,0,0,0,0,0,0,0,0,9.7,7.1043,Fresh(0-50),0,1,1,1,0,0
L,298.9,308.6,1522,46.4,2,0,0,0,0,0,0,0,9.7,7.3948,Fresh(0-50),0,0,0,0,0,0
L,298.9,308.6,1539,45.4,4,0,0,0,0,0,0,0,9.7,7.3163,Fresh(0-50),0,0,0,0,0,0
H,298.9,308.5,1415,54.0,6,0,0,0,0,0,0,2,9.6,8.001,Fresh(0-50),0,1,1,1,0,0
L,298.8,308.5,1446,37.0,11,0,0,0,0,0,0,0,9.7,5.6023,Fresh(0-50),0,0,0,0,0,0
M,298.8,308.6,1486,41.1,13,0,0,0,0,0,0,1,9.8,6.3952,Fresh(0-50),0,0,0,0,0,0
L,299.0,308.7,1426,38.6,16,0,0,0,0,0,0,0,9.7,5.7637,Fresh(0-50),0,0,0,0,0,0
L,299.0,308.7,1449,38.9,18,0,0,0,0,0,0,0,9.7,5.9022,Fresh(0-50),0,0,0,0,0,0
L,299.1,308.8,1320,67.5,20,1,0,0,1,0,0,0,9.7,9.3298,Fresh(0-50),0,1,1,1,0,1
M,299.2,308.9,1447,39.6,22,0,0,0,0,0,0,1,9.7,6.0001,Fresh(0-50),0,0,0,0,0,0
L,299.3,309.0,1422,47.3,25,0,0,0,0,0,0,0,9.7,7.043,Fresh(0-50),0,1,1,1,0,0
L,299.3,309.1,1399,52.1,27,0,0,0,0,0,0,0,9.8,7.6322,Fresh(0-50),0,1,1,1,0,0
L,299.4,309.2,1427,41.5,29,0,0,0,0,0,0,0,9.8,6.2011,Fresh(0-50),0,0,0,0,0,0
M,299.3,309.2,1334,46.3,31,0,0,0,0,0,0,1,9.9,6.4675,Fresh(0-50),0,0,1,0,0,0
M,299.3,309.1,1385,45.6,34,0,0,0,0,0,0,1,9.8,6.6132,Fresh(0-50),0,0,1,0,0,0
L,299.4,309.2,1552,37.4,37,0,0,0,0,0,0,0,9.8,6.078,Fresh(0-50),0,0,0,0,0,0
H,299.4,309.3,1534,37.5,39,0,0,0,0,0,0,2,9.9,6.0236,Fresh(0-50),0,0,0,0,0,0
L,299.4,309.3,1448,48.6,44,0,0,0,0,0,0,0,9.9,7.3689,Fresh(0-50),0,1,0,0,0,0
L,299.5,309.3,1409,44.7,46,0,0,0,0,0,0,0,9.8,6.595,Fresh(0-50),0,0,1,0,0,0
L,299.4,309.2,1621,34.5,48,0,0,0,0,0,0,0,9.8,5.856,Fresh(0-50),0,0,0,0,0,0
H,299.4,309.1,1547,40.9,50,0,0,0,0,0,0,2,9.7,6.6254,Fresh(0-50),0,0,0,0,0,0
L,299.4,309.1,1957,22.1,55,0,0,0,0,0,0,0,9.7,4.5288,Low(51-100),0,0,0,0,0,0
L,299.4,309.1,2421,14.2,57,0,0,0,0,0,0,0,9.7,3.5998,Low(51-100),0,0,0,0,0,0
M,299.3,309.1,1571,38.3,59,0,0,0,0,0,0,1,9.8,6.3005,Low(51-100),0,0,0,0,0,0
L,299.3,309.1,1634,36.8,62,0,0,0,0,0,0,0,9.8,6.2965,Low(51-100),0,0,0,0,0,0
L,299.3,309.0,1516,38.7,64,0,0,0,0,0,0,0,9.7,6.1434,Low(51-100),0,0,0,0,0,0
L,299.4,309.1,1207,66.5,66,0,0,0,0,0,0,0,9.7,8.4048,Low(51-100),0,1,1,1,0,0
L,299.4,309.1,1670,35.9,68,0,0,0,0,0,0,0,9.7,6.2778,Low(51-100),0,0,0,0,0,0
M,299.4,309.1,1461,48.6,70,0,0,0,0,0,0,1,9.7,7.435,Low(51-100),0,1,0,0,0,0
L,299.4,309.2,1569,40.8,73,0,0,0,0,0,0,0,9.8,6.7032,Low(51-100),0,0,0,0,0,0
L,299.4,309.2,1556,35.7,75,0,0,0,0,0,0,0,9.8,5.8167,Low(51-100),0,0,0,0,0,0
M,299.5,309.3,1506,41.5,77,0,0,0,0,0,0,1,9.8,6.5444,Low(51-100),0,0,0,0,0,0
M,299.6,309.4,1642,30.3,80,0,0,0,0,0,0,1,9.8,5.2097,Low(51-100),0,0,0,0,0,0
M,299.6,309.4,1283,62.1,83,0,0,0,0,0,0,1,9.8,8.3429,Low(51-100),0,1,1,1,0,0
H,299.7,309.5,1375,46.8,86,0,0,0,0,0,0,2,9.8,6.7382,Low(51-100),0,0,1,0,0,0
L,299.7,309.4,1399,39.9,91,0,0,0,0,0,0,0,9.7,5.845,Low(51-100),0,0,1,0,0,0
L,299.7,309.4,1650,29.8,93,0,0,0,0,0,0,0,9.7,5.1487,Low(51-100),0,0,0,0,0,0
M,299.8,309.6,1346,53.2,95,0,0,0,0,0,0,1,9.8,7.4981,Low(51-100),0,1,1,1,0,0
H,299.9,309.6,1410,51.2,98,0,0,0,0,0,0,2,9.7,7.5594,Low(51-100),0,1,1,1,0,0
L,300.0,309.7,1586,37.8,103,0,0,0,0,0,0,0,9.7,6.2776,Medium(101-150),0,0,0,0,0,0
L,300.0,309.8,1372,39.6,105,0,0,0,0,0,0,0,9.8,5.6891,Medium(101-150),0,0,1,0,0,0
H,300.0,309.7,1529,42.4,107,0,0,0,0,0,0,2,9.7,6.7884,Medium(101-150),0,0,0,0,0,0
M,300.0,309.7,1652,28.6,112,0,0,0,0,0,0,1,9.7,4.9474,Medium(101-150),0,0,0,0,0,0
L,300.1,309.8,1532,39.8,115,0,0,0,0,0,0,0,9.7,6.3847,Medium(101-150),0,0,0,0,0,0
L,300.0,309.7,1554,32.0,117,0,0,0,0,0,0,0,9.7,5.2071,Medium(101-150),0,0,0,0,0,0
H,299.9,309.6,1462,51.0,119,0,0,0,0,0,0,2,9.7,7.8075,Medium(101-150),0,1,0,0,0,0
L,299.9,309.6,1254,61.3,124,0,0,0,0,0,0,0,9.7,8.0492,Medium(101-150),0,1,1,1,0,0
L,299.9,309.6,1294,49.7,126,0,0,0,0,0,0,0,9.7,6.7342,Medium(101-150),0,1,1,1,0,0
L,299.8,309.5,1739,27.5,128,0,0,0,0,0,0,0,9.7,5.0076,Medium(101-150),0,0,0,0,0,0
M,299.8,309.4,1412,47.8,130,0,0,0,0,0,0,1,9.6,7.0674,Medium(101-150),0,1,1,1,0,0
M,299.9,309.5,1372,56.2,133,0,0,0,0,0,0,1,9.6,8.074,Medium(101-150),0,1,1,1,0,0
H,299.8,309.5,1420,46.7,136,0,0,0,0,0,0,2,9.7,6.9439,Medium(101-150),0,0,1,0,0,0
L,299.8,309.5,1542,40.3,141,0,0,0,0,0,0,0,9.7,6.5071,Medium(101-150),0,0,0,0,0,0
M,299.8,309.4,1401,48.1,143,0,0,0,0,0,0,1,9.6,7.0563,Medium(101-150),0,1,1,1,0,0
L,299.8,309.4,1510,42.5,146,0,0,0,0,0,0,0,9.6,6.7199,Medium(101-150),0,0,0,0,0,0
H,299.9,309.5,1547,38.5,148,0,0,0,0,0,0,2,9.6,6.2366,Medium(101-150),0,0,0,0,0,0
M,299.8,309.5,1453,43.2,153,0,0,0,0,0,0,1,9.7,6.5727,High(151-200),0,0,0,0,0,0
L,299.8,309.4,1408,45.6,156,0,0,0,0,0,0,0,9.6,6.723,High(151-200),0,0,1,0,0,0
L,299.8,309.4,1436,51.6,158,0,0,0,0,0,0,0,9.6,7.7589,High(151-200),0,1,0,0,0,0
M,299.9,309.5,1582,38.2,160,0,0,0,0,0,0,1,9.6,6.328,High(151-200),0,0,0,0,0,0
L,299.9,309.6,1280,59.3,163,0,0,0,0,0,0,0,9.7,7.9481,High(151-200),0,1,1,1,0,0
L,299.9,309.5,2008,20.4,165,0,0,0,0,0,0,0,9.6,4.2893,High(151-200),0,0,0,0,0,0
L,299.9,309.5,1772,23.5,167,0,0,0,0,0,0,0,9.6,4.3604,High(151-200),0,0,0,0,0,0
L,299.9,309.5,1779,26.1,169,0,0,0,0,0,0,0,9.6,4.862,High(151-200),0,0,0,0,0,0
L,299.9,309.5,1567,35.5,171,0,0,0,0,0,0,0,9.6,5.825,High(151-200),0,0,0,0,0,0
M,299.8,309.4,1751,27.0,173,0,0,0,0,0,0,1,9.6,4.9505,High(151-200),0,0,0,0,0,0
L,299.9,309.5,1349,51.3,176,0,0,0,0,0,0,0,9.6,7.2465,High(151-200),0,1,1,1,0,0
M,300.0,309.5,1425,40.8,178,0,0,0,0,0,0,1,9.5,6.088,High(151-200),0,0,0,0,0,0
L,300.0,309.4,1395,44.5,181,0,0,0,0,0,0,0,9.4,6.5003,High(151-200),0,0,1,0,0,0
H,299.8,309.3,1595,32.1,183,0,0,0,0,0,0,2,9.5,5.3612,High(151-200),0,0,0,0,0,0
L,299.8,309.3,1291,56.4,188,0,0,0,0,0,0,0,9.5,7.6243,High(151-200),0,1,1,1,0,0
M,299.9,309.4,1509,42.8,190,0,0,0,0,0,0,1,9.5,6.7628,High(151-200),0,0,0,0,0,0
M,299.9,309.4,1483,38.1,193,0,0,0,0,0,0,1,9.5,5.9165,High(151-200),0,0,0,0,0,0
L,299.9,309.3,1620,31.1,196,0,0,0,0,0,0,0,9.4,5.2756,High(151-200),0,0,0,0,0,0
M,299.9,309.4,1487,42.2,198,0,0,0,0,0,0,1,9.5,6.5708,High(151-200),0,0,0,0,0,0
L,299.8,309.4,2256,15.9,201,0,0,0,0,0,0,0,9.6,3.7561,Critical(>200),1,0,0,0,0,0
H,299.7,309.2,1691,27.7,203,0,0,0,0,0,0,2,9.5,4.9048,Critical(>200),1,0,0,0,0,0
M,299.8,309.3,1663,35.2,208,0,0,0,0,0,0,1,9.5,6.1296,Critical(>200),1,0,0,0,0,0
M,299.8,309.3,1640,31.1,211,0,0,0,0,0,0,1,9.5,5.3407,Critical(>200),1,0,0,0,0,0
H,299.7,309.3,1494,37.8,214,0,0,0,0,0,0,2,9.6,5.9134,Critical(>200),1,0,0,0,0,0
L,299.8,309.4,1467,46.2,219,0,0,0,0,0,0,0,9.6,7.0969,Critical(>200),1,0,0,0,0,0
M,299.7,309.3,1399,41.9,221,1,1,0,0,0,0,1,9.6,6.138,Critical(>200),1,0,1,0,0,1
L,299.7,309.3,1445,42.6,0,0,0,0,0,0,0,0,9.6,6.4458,Fresh(0-50),0,0,0,0,0,0
L,299.8,309.4,1480,40.9,2,0,0,0,0,0,0,0,9.6,6.3384,Fresh(0-50),0,0,0,0,0,0
L,299.7,309.3,1546,37.2,4,0,0,0,0,0,0,0,9.6,6.0221,Fresh(0-50),0,0,0,0,0,0
L,299.7,309.3,1574,35.8,6,0,0,0,0,0,0,0,9.6,5.9004,Fresh(0-50),0,0,0,0,0,0
L,299.7,309.3,1592,34.2,8,0,0,0,0,0,0,0,9.6,5.7012,Fresh(0-50),0,0,0,0,0,0
L,299.8,309.5,1495,39.6,10,0,0,0,0,0,0,0,9.7,6.1992,Fresh(0-50),0,0,0,0,0,0
L,299.8,309.6,1447,43.1,12,0,0,0,0,0,0,0,9.8,6.5304,Fresh(0-50),0,0,0,0,0,0
L,299.8,309.5,1476,44.4,14,0,0,0,0,0,0,0,9.7,6.8622,Fresh(0-50),0,0,0,0,0,0
L,299.8,309.5,1641,27.1,16,0,0,0,0,0,0,0,9.7,4.6567,Fresh(0-50),0,0,0,0,0,0
L,299.8,309.5,1545,32.2,18,0,0,0,0,0,0,0,9.7,5.2093,Fresh(0-50),0,0,0,0,0,0
M,299.9,309.6,1364,44.4,20,0,0,0,0,0,0,1,9.7,6.3415,Fresh(0-50),0,0,1,0,0,0
L,299.8,309.5,1590,28.5,23,0,0,0,0,0,0,0,9.7,4.745,Fresh(0-50),0,0,0,0,0,0
L,299.8,309.4,1460,37.4,25,0,0,0,0,0,0,0,9.6,5.7177,Fresh(0-50),0,0,0,0,0,0
L,299.8,309.4,1609,32.5,27,0,0,0,0,0,0,0,9.6,5.4757,Fresh(0-50),0,0,0,0,0,0
L,299.8,309.4,1633,27.5,29,0,0,0,0,0,0,0,9.6,4.7024,Fresh(0-50),0,0,0,0,0,0
L,299.9,309.4,1348,52.8,31,0,0,0,0,0,0,0,9.5,7.4528,Fresh(0-50),0,1,1,1,0,0
L,299.9,309.4,1322,53.9,33,0,0,0,0,0,0,0,9.5,7.4613,Fresh(0-50),0,1,1,1,0,0
L,300.0,309.5,1641,30.1,35,0,0,0,0,0,0,0,9.5,5.1722,Fresh(0-50),0,0,0,0,0,0
L,300.0,309.5,1728,26.0,37,0,0,0,0,0,0,0,9.5,4.7045,Fresh(0-50),0,0,0,0,0,0
L,300.0,309.6,1431,47.7,39,0,0,0,0,0,0,0,9.6,7.1475,Fresh(0-50),0,1,0,0,0,0
L,300.1,309.7,1641,30.4,41,0,0,0,0,0,0,0,9.6,5.2237,Fresh(0-50),0,0,0,0,0,0
M,300.1,309.6,1622,36.1,43,0,0,0,0,0,0,1,9.5,6.1313,Fresh(0-50),0,0,0,0,0,0
M,300.1,309.6,1625,38.0,46,0,0,0,0,0,0,1,9.5,6.466,Fresh(0-50),0,0,0,0,0,0
L,300.0,309.5,1869,22.7,49,0,0,0,0,0,0,0,9.5,4.4425,Fresh(0-50),0,0,0,0,0,0
L,300.0,309.6,1452,46.0,51,0,0,0,0,0,0,0,9.6,6.9939,Low(51-100),0,0,0,0,0,0
L,300.0,309.6,1618,28.7,53,0,0,0,0,0,0,0,9.6,4.8625,Low(51-100),0,0,0,0,0,0
L,300.0,309.4,2010,20.0,55,0,0,0,0,0,0,0,9.4,4.2094,Low(51-100),0,0,0,0,0,0
L,299.9,309.4,1363,60.9,57,0,0,0,0,0,0,0,9.5,8.6918,Low(51-100),0,1,1,1,0,0
L,299.9,309.3,1473,40.4,59,0,0,0,0,0,0,0,9.4,6.2313,Low(51-100),0,0,0,0,0,0
L,299.9,309.2,1333,50.8,61,0,0,0,0,0,0,0,9.3,7.0907,Low(51-100),0,1,1,1,0,0
L,299.8,309.2,1760,25.9,63,0,0,0,0,0,0,0,9.4,4.7732,Low(51-100),0,0,0,0,0,0
M,299.8,309.2,1372,58.2,65,0,0,0,0,0,0,1,9.4,8.3613,Low(51-100),0,1,1,1,0,0
M,299.7,309.2,1608,34.4,68,0,0,0,0,0,0,1,9.5,5.7922,Low(51-100),0,0,0,0,0,0
L,299.7,309.2,1326,64.8,71,0,0,0,0,0,0,0,9.5,8.9974,Low(51-100),0,1,1,1,0,0
M,299.6,309.1,1560,37.1,73,0,0,0,0,0,0,1,9.5,6.0603,Low(51-100),0,0,0,0,0,0
M,299.6,309.0,1539,36.1,76,0,0,0,0,0,0,1,9.4,5.8176,Low(51-100),0,0,0,0,0,0
L,299.6,309.1,2266,15.3,79,0,0,0,0,0,0,0,9.5,3.6303,Low(51-100),0,0,0,0,0,0
